original_tz,n,percentage
-07:00,1282,24.777734827986084
-08:00,739,14.282953227676845
-04:00,283,5.4696559721685345
-05:00,149,2.8797835330498645
14:00Z,41,0.7924236567452648
13:59Z,27,0.5218399690761499
14:03Z,27,0.5218399690761499
14:02Z,26,0.5025125628140703
14:04Z,24,0.4638577502899111
14:01Z,23,0.4445303440278315
13:58Z,20,0.3865481252415926
-06:00,18,0.3478933127174333
14:06Z,17,0.32856590645535366
16:09Z,14,0.27058368766911484
16:32Z,14,0.27058368766911484
13:50Z,13,0.25125628140703515
13:51Z,13,0.25125628140703515
13:57Z,13,0.25125628140703515
16:06Z,13,0.25125628140703515
14:05Z,12,0.23192887514495555
16:01Z,12,0.23192887514495555
16:08Z,12,0.23192887514495555
16:12Z,12,0.23192887514495555
13:48Z,11,0.2126014688828759
16:07Z,11,0.2126014688828759
16:25Z,11,0.2126014688828759
16:26Z,11,0.2126014688828759
16:31Z,11,0.2126014688828759
13:53Z,10,0.1932740626207963
14:07Z,10,0.1932740626207963
15:59Z,10,0.1932740626207963
16:03Z,10,0.1932740626207963
16:05Z,10,0.1932740626207963
16:14Z,10,0.1932740626207963
16:19Z,10,0.1932740626207963
13:52Z,9,0.17394665635871664
13:54Z,9,0.17394665635871664
16:11Z,9,0.17394665635871664
16:35Z,9,0.17394665635871664
16:48Z,9,0.17394665635871664
